,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize
215,GB,THAMESPORT,,,,,, 51 25 59 N ,0 42 0 E,51.416666666666664,0.7,,,,192.0,,No,,Small,Good,over 500 feet,River Natural,,,Yes,,,36 - 40 ft,51 - 55 ft,6,46 - 51 ft,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,,Limited,Up to 200 tons,
216,GB,THURSO,,,,,, 58 35 42 N ,-3 30 51 W,58.583333333333336,-3.5141666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
217,GB,TILBURY, The Port of Tilbury London Ltd. ,"Leslie Ford House Tilbury Freeport Tilbury, Essex R M18 7 E H United Kingdom", 44 1375 852200 , 44 1375 855106 , perry.glading@potll.com , 51 27 9 N ,0 22 3 E,51.45,0.36666666666666664, Seaport , Medium ,,192.0,37035,,,Small,Good,less than 500 feet,River Tide Gate,,,,Yes,,,31 - 35 ft,3,21 - 25 ft,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,
218,GB,TOBERMORY,,,,,, 56 22 48 N ,-6 2 60 W,56.36666666666667,-6.05,,,No,141.0,35097,No,,Very Small,Good,less than 500 feet,Coastal Natural,,,No,,Yes,66 - 70 ft,6 - 10 ft,4,76 - over ft,,No,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,Emergency only,,
219,GB,TORQUAY, Torbay Harbour Authority ,"Harbour Office Beacon Quay Torquay, Devon T Q1 2 B G United Kingdom", 44 1803 292429 , 44 1803 299257 ,, 50 27 36 N ,-3 30 45 W,50.45,-3.5125, Harbor , Small ,Yes,,,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Breakwater ,,,Yes,,No,16 - 20 ft,11 - 15 ft,5,31 - 35 ft,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,Yes,Yes, Limited ,,
220,GB,TRANENT,,,,,, 55 33 36 N ,-2 34 11 W,55.55,-2.569722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
221,GB,TRENT WHARVES,,,,,, 53 38 11 N ,-0 42 36 W,53.63333333333333,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
222,GB,TROON, Associated British Ports ,"A B P Troon Port Office Troon, Scotland K A10 6 D X United Kingdom", 01292 281 687 , 01292 287 787 , scresswell@abports.co.uk , 55 32 25 N ,-4 39 50 W,55.53333333333333,-4.66388888888889, Harbor , Small ,Yes,141.0,36016,No,Yes, Small , Good , Up to 500 feet in length , River Basin ,,,Yes,Yes,No,16 - 20 ft,16 - 20 ft,3,16 - 20 ft,,No,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,657 ft to 984 ft
223,GB,TRURO,,"Harbour Office, Town Quay Truro, Cornwall T R1 2 H J United Kingdom", +44 (0) 1872 272130 , +44 (0) 1872 225346 , info@portoftruro.co.uk , 50 15 0 N ,-5 1 59 W,50.25,-5.033055555555555, River Port , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,GB,ULLAPOOL, Ullapool Harbour Trustees ,"Harbour Buildings Ullapool, Ross-shire I V26 2 U H United Kingdom", 44 1854 612091 , 44 1854 612678 , info@ullapool-harbour.demon.co.uk , 57 53 60 N ,-5 10 0 W,57.88333333333333,-5.166666666666667, Harbor , Small ,No,141.0,35078,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Natural ,,Yes,Yes,,No,21 - 25 ft,16 - 20 ft,4,71 - 75 ft,,No,Yes,No,No,,Yes,Yes,,,,,,,,,Yes,Yes,Yes,,Yes,Yes, Limited ,,
225,GB,WARRENPOINT, Warrenpoint Harbour Authority ,"Warrenpoint, N. Ireland B T34 3 J R United Kingdom", 44 028 417 73381 , 44 028 417 52875 , info@warrenpointharbour.co.uk , 54 5 59 N ,-6 15 1 W,54.083333333333336,-6.250277777777778, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,GB,WASHINGTON,,,,,, 54 32 24 N ,-1 18 36 W,54.53333333333333,-1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
227,GB,WATCHET, Watchet Harbour Marina ,"Harbour Rd Watchet, Somerset T A23 0 A Q United Kingdom", 44 1984 631264 , 44 1984 634893 , Enquiries@watchet-harbour-marina.com , 51 10 59 N ,-3 19 59 W,51.166666666666664,-3.333055555555555, Harbor , Small ,Yes,,,No,, Very Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,,Yes,,No, 6 - 10 feet 1.8 - 3 meters ,16 - 20 ft,7,21 - 25 ft,,Yes,Yes,No,No,,Yes,,,,,,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes, Limited ,,
228,GB,WELLS HARBOUR, Wells Harbour Commissioners ,"Harbour Office West Quay Wells-next-the-Sea, Norfolk N R23 1 A T United Kingdom", 44 01328 711646 , 44 01328 710623 , harbouoffice@wellsharbour.co.uk , 0 0 0 N ,0 0 0 E,0.0,0.0, River Port , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,GB,WEMBLEY,,,,,, 51 19 47 N ,-0 10 12 W,51.31666666666667,-0.16999999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
230,GB,WEMYSS BAY,,,,,, 55 52 59 N ,-4 52 59 W,55.86666666666667,-4.883055555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
231,GB,WESTON,,,,,, 52 3 36 N ,-1 4 48 W,52.05,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
232,GB,WEYMOUTH, Weymouth and Portland Borough Council ,"Environmental Services Dept, Harbour Section North Quay Weymouth, Dorset D T4 8 T A United Kingdom", 44 1305 838423 , 44 1305 767927 , dstabler@weymouth.gov.uk , 50 37 1 N ,-2 27 9 W,50.61666666666667,-2.4525, Harbor , Small ,Yes,,,No,Yes, Small , Good , Up to 500 feet in length , Coastal Breakwater ,Yes,,Yes,Yes,No,11 - 15 ft,11 - 15 ft,5,31 - 35 ft,,Yes,Yes,Yes,No,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes, Limited ,Up to 200 tons,
233,GB,WHITBY, Scarborough Borough Council ,"Harbour Office Endeavour Wharf Whitby, North Yorkshire Y O21 1 D N United Kingdom", 44 01947 602354 , 44 01947 600380 , Bill.Estill@scarborough.gov.uk , 54 29 25 N ,-0 36 25 W,54.483333333333334,-0.6069444444444444, Harbor , Small ,Yes,192.0,35006,No,Yes, Small , Good ,less than 500 feet, Coastal Breakwater ,,,Yes,Yes,Yes, 6 - 10 feet 1.8 - 3 meters , 6 - 10 feet 1.8 - 3 meters ,4,41 - 45 ft,,No,Yes,No,No,,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,
234,GB,WHITLAND,,,,,, 51 29 24 N ,-4 22 11 W,51.483333333333334,-4.369722222222221,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
235,GB,WHITSTABLE, Whitstable Harbour Board ,Whitstable Harbour Offices Whitstable C T5 1 A B United Kingdom, 44 1227 274 086 , 44 1227 265441 , mike.wier@canterbury.gov.uk , 51 21 9 N ,1 1 48 E,51.35,1.0166666666666666, Harbor , Small ,Yes,192.0,37040,No,Yes, Small , Fair ,, River Natural ,,,Yes,,No,11 - 15 ft,16 - 20 ft,15,11 - 15 ft,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft
236,GB,WICK,,,,,, 58 25 59 N ,-3 4 59 W,58.416666666666664,-3.0830555555555557,,,Yes,141.0,35055,Yes,Yes,Small,Fair,less than 500 feet,Coastal Breakwater,,Yes,Yes,Yes,Yes,51 - 55 ft,6 - 10 ft,3,31 - 35 ft,6 - 10 ft,Yes,Yes,,,,Yes,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,,Limited,,
237,GB,WIDNES,,,,,, 53 12 35 N ,-2 26 24 W,53.2,-2.4400000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
238,GB,WIGAN,,,,,, 53 19 11 N ,-2 22 12 W,53.31666666666667,-2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
239,GB,WISBECH, Fenland District Council ,"Harbour Office, Dock Cottage Crab Marsh Wisbech, Cambridgeshire P E13 3 J J United Kingdom", 44 1945 583568 , 44 1945 583568 ,, 52 30 0 N ,0 9 0 E,52.5,0.15, Harbor , Small ,,192.0,,,Yes,Small,Good,less than 500 feet,Lake or Canal,Yes,,,Yes,Yes,0 - 5 ft,11 - 15 ft,4,16 - 20 ft,,Yes,Yes,Yes,,,,Yes,,,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Limited,,
240,GB,WORKINGTON, Cumbria County Council ,"Dock Office Workington, Cumbria C A14 2 J H United Kingdom", 44 1900 602301 , 44 1900 604696 , workington.port@cumbriacc.gov.uk , 54 38 59 N ,-3 32 31 W,54.63333333333333,-3.5419444444444443, Seaport , Small ,Yes,142.0,36025,No,Yes, Very Small , Excellent , Up to 500 feet in length , River Tide Gate ,,Yes,Yes,Yes,No, 6 - 10 feet 1.8 - 3 meters ,16 - 20 ft,20,51 - 55 ft,26 - 30 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,
241,GB,WREXHAM,,,,,, 53 1 48 N ,-3 0 0 W,53.016666666666666,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
242,GB,YARMOUTH,,,,,, 50 25 12 N ,-1 18 0 W,50.416666666666664,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
243,GB,YORK,,,,,, 53 58 30 N ,-1 6 20 W,53.96666666666667,-1.1055555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
244,GB,CHATHAM DOCKS,,,,,,51 24 N,0 33 E,51.4,0.55,,,Yes,192.0,,No,Yes,Small,Good,less than 500 feet,RIVER BASIN,,,Yes,Yes,Yes,6 - 10 ft,26 - 30 ft,4,46 - 51 ft,,Yes,Yes,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,,,,Yes,,Limited,Up to 200 tons,985 ft and over
245,GB,GRAVESEND,,,,,,51 27 N,0 22 E,51.45,0.36666666666666664,,,Yes,192.0,37035,Yes,Yes,Small,Excellent,less than 500 feet,River Natural,,,Yes,,No,26 - 30 ft,21 - 25 ft,0,51 - 55 ft,,Yes,Yes,Yes,,,Yes,,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Up to 200 tons,
246,GB,GREAT YARMOUTH,,,,,,52 37 N,1 44 E,52.61666666666667,1.7333333333333334,,,Yes,192.0,,No,Yes,Small,Excellent,less than 500 feet,River Natural,,,Yes,Yes,No,11 - 15 ft,11 - 15 ft,2,31 - 35 ft,11 - 15 ft,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Up to 200 tons,657 ft to 984 ft
247,GB,KING'S LYNN,,,,,,52 45 N,0 24 E,52.75,0.4,,,Yes,192.0,37059,No,Yes,Small,Excellent,less than 500 feet,River Tide Gate,,,Yes,Yes,No,6 - 10 ft,16 - 20 ft,4,16 - 20 ft,16 - 20 ft,Yes,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Limited,Up to 200 tons,
248,GB,KINGSTON UPON HULL,,,,,,53 45 N,-0 17 W,53.75,-0.2833333333333333,,,Yes,192.0,37062,No,Yes,Medium,Excellent,over 500 feet,River Tide Gate,,,Yes,Yes,No,16 - 20 ft,31 - 35 ft,6,16 - 20 ft,31 - 35 ft,Yes,Yes,Yes,No,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Major,,657 ft to 984 ft
249,GB,HARTLEPOOL,,,,,,54 42 N,-1 11 W,54.7,-1.1833333333333333,,,No,192.0,,No,Yes,Small,Good,over 500 feet,Coastal Tide Gate,,,No,Yes,No,51 - 55 ft,21 - 25 ft,3,26 - 30 ft,21 - 25 ft,Yes,Yes,Yes,No,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Limited,,657 ft to 984 ft
250,GB,TYNEMOUTH,,,,,,55 0 N,-1 24 W,55.0,-1.4,,,Yes,192.0,,No,Yes,Medium,Excellent,over 500 feet,River Tide Gate,,,No,Yes,No,26 - 30 ft,21 - 25 ft,3,41 - 45 ft,16 - 20 ft,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Up to 200 tons,985 ft and over
251,GB,WARKWORTH HARBOUR,,,,,,55 20 N,-1 35 W,55.333333333333336,-1.5833333333333335,,,,192.0,,,,Very Small,Fair,,River Natural,,,Yes,Yes,,6 - 10 ft,6 - 10 ft,0,26 - 30 ft,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,,,Limited,Up to 200 tons,
252,GB,EYEMOUTH,,,,,,55 52 N,-2 5 W,55.86666666666667,-2.0833333333333335,,,Yes,192.0,35010,No,,Very Small,Good,,River Natural,,,Yes,,No,16 - 20 ft,6 - 10 ft,13,11 - 15 ft,,No,No,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,Yes,Emergency only,,
253,GB,GRANTON,,,,,,55 59 N,-3 13 W,55.983333333333334,-3.216666666666667,,,Yes,192.0,35037,No,Yes,Very Small,Good,less than 500 feet,Coastal Breakwater,,Yes,Yes,,No,31 - 35 ft,16 - 20 ft,3,31 - 35 ft,36 - 40 ft,No,Yes,Yes,,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,Yes,Yes,Limited,,Up to 656 ft
254,GB,BRAEFOOT BAY TERMINAL,,,,,,56 2 N,-3 19 W,56.03333333333333,-3.3166666666666664,,,,192.0,35048,,Yes,Small,Fair,less than 500 feet,Open Roadstead,,,,,,31 - 35 ft,,4,,36 - 40 ft,Yes,,Yes,,,Yes,,,,,,,,,,,,,,Yes,,,Up to 200 tons,
255,GB,HOUND POINT TERMINAL,,,,,,56 0 N,-3 22 W,56.0,-3.3666666666666667,,,,192.0,35048,,Yes,Small,Poor,over 500 feet,Open Roadstead,Yes,Yes,,Yes,,61 - 65 ft,,4,41 - 45 ft,71 - 75 ft,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,Yes,No,,No,No,Limited,Up to 200 tons,
256,GB,ROSYTH,,,,,,56 1 N,-3 26 W,56.016666666666666,-3.4333333333333336,,,Yes,192.0,35048,No,Yes,Small,Excellent,less than 500 feet,River Tide Gate,,,Yes,Yes,No,26 - 30 ft,16 - 20 ft,5,41 - 45 ft,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Limited,,985 ft and over
257,GB,METHIL,,,,,,56 11 N,-3 0 W,56.18333333333333,-3.0,,,No,192.0,35035,No,Yes,Small,Good,less than 500 feet,Coastal Tide Gate,,No,Yes,Yes,No,6 - 10 ft,16 - 20 ft,3,36 - 40 ft,,No,Yes,Yes,,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,Yes,Yes,Limited,Up to 200 tons,
258,GB,CROMARTY,,,,,,57 41 N,-4 2 W,57.68333333333333,-4.033333333333333,,,Yes,141.0,,No,Yes,Small,Good,less than 500 feet,Coastal Breakwater,,No,Yes,Yes,No,46 - 51 ft,26 - 30 ft,4,26 - 30 ft,56 - 60 ft,Yes,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Limited,,985 ft and over
259,GB,INVERGORDON,,,,,,57 41 N,-4 10 W,57.68333333333333,-4.166666666666667,,,Yes,141.0,35055,No,Yes,Small,Fair,over 500 feet,Open Roadstead,,No,Yes,,No,46 - 51 ft,36 - 40 ft,4,66 - 70 ft,46 - 51 ft,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Limited,,
260,GB,PORTMAHOMACK HARBOR,,,,,,57 50 N,-3 50 W,57.833333333333336,-3.8333333333333335,,,Yes,141.0,,No,,Small,Good,,Coastal Breakwater,,,Yes,,No,6 - 10 ft,6 - 10 ft,8,16 - 20 ft,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Emergency only,,
261,GB,HELMSDALE HARBOR,,,,,,58 7 N,-3 39 W,58.11666666666667,-3.65,,,Yes,141.0,,No,,Small,Fair,less than 500 feet,Coastal Breakwater,,,Yes,Yes,No,6 - 10 ft,6 - 10 ft,8,6 - 10 ft,,,,,,,Yes,,,,,,,,,,,Yes,,,Yes,,Emergency only,,
262,GB,PIEROWALL,,,,,,59 18 N,-2 59 W,59.3,-2.9833333333333334,,,,141.0,35057,,,Small,Good,,Coastal Natural,,Yes,Yes,,No,11 - 15 ft,6 - 10 ft,7,21 - 25 ft,,,,,,,,Yes,,,,,,,,,,Yes,,,,,Emergency only,,
263,GB,KETTLETOFT,,,,,,59 14 N,-2 36 W,59.233333333333334,-2.6,,,,141.0,,,,Very Small,Poor,,Coastal Natural,,,Yes,,No,0 - 5 ft,6 - 10 ft,7,6 - 10 ft,,,,,,,,Yes,,,,,,,,,,,,,,,Emergency only,,
264,GB,WHITEHALL,,,,,,59 8 N,-2 36 W,59.13333333333333,-2.6,,,,141.0,,,,Very Small,Poor,,Coastal Natural,,,Yes,,No,11 - 15 ft,6 - 10 ft,7,6 - 10 ft,,,,,,,,Yes,,,,,,,,,,,,,,,Emergency only,,
265,GB,SOUTH NESS,,,,,,58 48 N,-3 12 W,58.8,-3.2,,,,141.0,,,,Very Small,Fair,,Coastal Natural,,,,,No,11 - 15 ft,11 - 15 ft,7,21 - 25 ft,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,Emergency only,,
266,GB,ST MARGARETS HOPE,,,,,,58 50 N,-2 57 W,58.833333333333336,-2.95,,,No,141.0,,No,,Very Small,Good,,Coastal Natural,,,Yes,,Yes,6 - 10 ft,6 - 10 ft,7,16 - 20 ft,,,,,,,,,,,,,,,,,,Yes,,,,,Limited,,
267,GB,LYNESS,,,,,,58 50 N,-3 12 W,58.833333333333336,-3.2,,,,141.0,35057,,Yes,Medium,Fair,,Coastal Natural,,,Yes,Yes,No,41 - 45 ft,26 - 30 ft,3,36 - 40 ft,66 - 70 ft,Yes,Yes,Yes,,,,Yes,Yes,,,,,,,,,,Yes,,Yes,Yes,Limited,,
268,GB,SCAPA BAY,,,,,,58 57 N,-2 59 W,58.95,-2.9833333333333334,,,Yes,141.0,35057,No,No,Small,Good,over 500 feet,Coastal Natural,,Yes,Yes,,Yes,46 - 51 ft,6 - 10 ft,3,46 - 51 ft,46 - 51 ft,Yes,Yes,Yes,,Yes,,Yes,,,,,,,,,,,Yes,,Yes,Yes,Limited,,
269,GB,SULLOM VOE,,,,,,60 28 N,-1 18 W,60.46666666666667,-1.3,,,Yes,141.0,35071,No,,Small,Good,over 500 feet,Coastal Natural,Yes,,Yes,,No,51 - 55 ft,11 - 15 ft,1,,71 - 75 ft,Yes,Yes,Yes,,Yes,,Yes,,,,,,No,No,No,,Yes,Yes,Yes,,Yes,Limited,,
270,GB,AULTBEA,,,,,,57 50 N,-5 35 W,57.833333333333336,-5.583333333333333,,,No,141.0,35091,No,,Very Small,Poor,,Open Roadstead,,,Yes,,No,31 - 35 ft,11 - 15 ft,11,41 - 45 ft,,,Yes,,,,,,,,,,,,No,,,Yes,,,Yes,,Emergency only,,
271,GB,GAIRLOCH,,,,,,57 43 N,-5 41 W,57.71666666666667,-5.683333333333334,,,No,141.0,35090,No,,Very Small,Fair,less than 500 feet,River Natural,,Yes,No,,No,,16 - 20 ft,0,76 - over ft,,,,,,,,,,,,,,,No,,,Yes,,,Yes,Yes,Emergency only,,
272,GB,PLOCKTON,,,,,,57 20 N,-5 39 W,57.333333333333336,-5.65,,,,141.0,35094,,,Very Small,Fair,less than 500 feet,Coastal Natural,,Yes,,,,16 - 20 ft,,0,11 - 15 ft,,,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,Emergency only,Up to 200 tons,
273,GB,KYLEAKIN,,,,,,57 16 N,-5 44 W,57.266666666666666,-5.733333333333333,,,No,141.0,35095,No,,Very Small,Fair,,Coastal Natural,,,Yes,,No,31 - 35 ft,6 - 10 ft,3,36 - 40 ft,,,,,,,,,,,,,,,,,,Yes,,,,,Emergency only,,
274,GB,BROADFORD BAY,,,,,,57 15 N,-5 53 W,57.25,-5.883333333333333,,,No,141.0,35094,No,,Very Small,Poor,,Coastal Natural,,Yes,No,,No,41 - 45 ft,11 - 15 ft,13,31 - 35 ft,,,,,,,,,,,,,,,No,,,Yes,,,,,Emergency only,,
275,GB,PORTREE HARBOR,,,,,,57 25 N,-6 12 W,57.416666666666664,-6.2,,,No,141.0,35094,No,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,,Yes,No,Yes,Yes,21 - 25 ft,11 - 15 ft,4,76 - over ft,,,Yes,No,No,,Yes,,,,,,,,No,,No,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,
276,GB,UIG,,,,,,57 35 N,-6 21 W,57.583333333333336,-6.35,,,No,141.0,35090,No,Yes,Very Small,Good,,Coastal Natural,,Yes,No,,No,41 - 45 ft,16 - 20 ft,12,26 - 30 ft,,,,,,,,Yes,,,,,,,No,,,Yes,Yes,,Yes,,Emergency only,,
277,GB,TARBERT,,,,,,57 54 N,-6 49 W,57.9,-6.816666666666666,,,No,141.0,35092,No,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,,Yes,No,,No,31 - 35 ft,21 - 25 ft,2,56 - 60 ft,,No,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,
278,GB,ORNSAY,,,,,,57 9 N,-5 48 W,57.15,-5.8,,,No,141.0,35089,No,,Very Small,Fair,less than 500 feet,Coastal Natural,,,No,,No,41 - 45 ft,6 - 10 ft,0,46 - 51 ft,,,,,,,,,,,,,,,No,,,Yes,,,Yes,,Emergency only,,
279,GB,CRAIGNURE,,,,,,56 28 N,-5 42 W,56.46666666666667,-5.7,,,No,141.0,35097,No,,Very Small,Fair,,Coastal Natural,,,No,,No,41 - 45 ft,16 - 20 ft,0,26 - 30 ft,,,,,,,,,,,,,,,,,,Yes,,,,,Emergency only,,
280,GB,FORT WILLIAM,,,,,,56 49 N,-5 7 W,56.81666666666667,-5.116666666666666,,,,141.0,,,,Very Small,Fair,less than 500 feet,RIVER BASIN,Yes,No,Yes,,Yes,36 - 40 ft,36 - 40 ft,4,46 - 51 ft,,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,,,,
281,GB,OBAN,,,,,,56 25 N,-5 28 W,56.416666666666664,-5.466666666666667,,,No,141.0,,No,Yes,Small,Excellent,,Coastal Natural,,No,No,,No,41 - 45 ft,11 - 15 ft,3,36 - 40 ft,,,Yes,,,,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,"201 to 1,000 tons",
282,GB,CRINAN (CANAL),,,,,,56 5 N,-5 34 W,56.083333333333336,-5.566666666666666,,,Yes,141.0,35109,No,Yes,Very Small,Good,less than 500 feet,Lake or Canal,,,No,Yes,No,6 - 10 ft,6 - 10 ft,3,11 - 15 ft,,No,Yes,No,No,,,,,,,,,,,,,Yes,Yes,,,,Limited,,
283,GB,CAMPBELTOWN,,,,,,55 26 N,-5 36 W,55.43333333333333,-5.6,,,No,141.0,36014,No,Yes,Small,Good,less than 500 feet,Coastal Natural,,Yes,No,No,No,16 - 20 ft,16 - 20 ft,3,31 - 35 ft,,No,Yes,Yes,,,,Yes,,,,,,,,,Yes,,Yes,Yes,Yes,Yes,Limited,,
284,GB,LAMLASH HARBOR,,,,,,55 32 N,-5 7 W,55.53333333333333,-5.116666666666666,,,No,141.0,36016,No,Yes,Very Small,Fair,over 500 feet,Open Roadstead,Yes,Yes,No,,No,76 - over ft,,8,76 - over ft,,No,No,,,,,,,,,,,,,,,,,,,,Emergency only,,
285,GB,ROTHESAY HARBOR,,,,,,55 50 N,-5 3 W,55.833333333333336,-5.05,,,,141.0,36022,,Yes,Very Small,Good,,Coastal Breakwater,,Yes,No,,No,41 - 45 ft,6 - 10 ft,3,46 - 51 ft,,No,Yes,No,No,,,,,,,,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Limited,,
286,GB,FINNART OIL TERMINAL,,,,,,56 7 N,-4 50 W,56.11666666666667,-4.833333333333333,,,Yes,141.0,36030,No,,Small,Good,over 500 feet,River Natural,,,Yes,,No,76 - over ft,,3,76 - over ft,76 - over ft,Yes,Yes,,,,,Yes,,,,,,,,,Yes,,Yes,,Yes,Yes,Emergency only,Up to 200 tons,
287,GB,BOWLING,,,,,,55 56 N,-4 29 W,55.93333333333333,-4.483333333333333,,,Yes,141.0,36019,No,Yes,Very Small,Good,less than 500 feet,River Natural,,,No,,No,21 - 25 ft,,3,,26 - 30 ft,Yes,Yes,Yes,,,Yes,Yes,,Yes,,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Limited,Up to 200 tons,
288,GB,OLD KILPATRICK,,,,,,55 55 N,-4 28 W,55.916666666666664,-4.466666666666667,,,,141.0,36019,,Yes,Very Small,Fair,,River Natural,,,No,Yes,No,21 - 25 ft,,3,,21 - 25 ft,Yes,,Yes,,,Yes,,,,,,,,,,Yes,,Yes,,Yes,,Emergency only,Up to 200 tons,
289,GB,ROTHESAY DOCK,,,,,,55 54 N,-4 24 W,55.9,-4.4,,,Yes,141.0,36019,No,,Very Small,Fair,,River Natural,,,No,Yes,No,21 - 25 ft,16 - 20 ft,3,,,Yes,Yes,,,,Yes,,,,,,Yes,Yes,,,,,,,,,Emergency only,Up to 200 tons,
290,GB,RENFREW,,,,,,55 53 N,-4 23 W,55.88333333333333,-4.383333333333334,,,Yes,141.0,36019,No,,Very Small,Good,less than 500 feet,RIVER BASIN,,,No,Yes,No,21 - 25 ft,6 - 10 ft,3,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,Moderate,Up to 200 tons,
